"tag","patterns__-","responses__-","context__-"
"Investments","Can I withdraw the amount blocked for ASBA bid application","No. The blocked amount cannot be withdrawn. Such amount will remain blocked in your linked bank account till the allotment is completed.",""
"Investments","What do I need to submit to place an IPO/NCD order through my HDFC Securities Trading Account","Once you are registered with HDFC securities, you can successfully place an IPO/NCD/ Infrastructure Bonds order online; or Call ‘N trade. No filling of any form or any documentation is required if you are a registered customer.",""
"Investments","Who can trade in derivatives with an HDFC Securities Trading Account","Trading in Derivatives will be available only to those customers who have submitted their financial documents or income proof and signed the necessary agreements. For more information click here. For more information visit www.hdfcsec.com",""
"Investments","What is the difference between the Non-ASBA IPO process and the ASBA IPO process","In the Non-ASBA IPO process, the bid amount (application money) is debited from the bank account once the bid application is successfully placed with HDFC securities. Under the ASBA IPO process, the amount is not debited from your bank account until successful allotment. Until such allotment, the amount will remain blocked in your bank account.",""
"Investments","Who can trade in derivatives with an HDFC Securities Trading Account","Trading in Derivatives will be available only to those customers who have submitted their financial documents or Income proof and signed the necessary agreements.",""
"Investments","What are the call charges applicable if I use the Call ‘N Trade facility to trade in securities","The Call ‘N Trade facility is free of charge. You can place orders over the phone any number of times.",""
"Investments","What are the call charges for offline customers of an HDFC Securities Trading Account","The Call ‘N Trade facility is free of charge. Customer can place orders over the phone multiple times.",""
"Investments","How many bank and depository accounts can I link to a trading account","You can link up to five HDFC Bank Saving Bank accounts and five HDFC Bank Demat accounts to your trading account.",""
"Investments","What do I need to submit to place an IPO/NCD order with my HDFC Securities Trading Account","Once you are registered with HDFC securities, you can successfully place an IPO/NCD order online or Call ‘N trade. No filling of any form or any documentation is required for a registered customer.",""
"Investments","How do I know my application has been accepted","You can check your account opening status on www.hdfcsec.com on the footer page of the homepage section page under the Application status.",""
"Investments","Can I cancel or withdraw my IPO application (or bid) submitted using ASBA","Yes, you can place a withdrawal request at any time during the bidding period. Any request for bid withdrawal should be made during banking hours and by 2 PM of the issue closure date. The request will be subject to acceptance by the Stock Exchange, after which the application amount in your Account will be unblocked. Once withdrawn, the blocked amount will be available in 1 working day.",""
"Investments","Can I revise the bid","Yes, you can revise your bid under the ASBA facility. In case of upward revision of bid, additional lien will be marked to the extent of the incremental amount. However, in case of downward revision, differential money blocked earlier will not be released. Such amount, if any, will be released after allotment.",""
